Keyword,Period,Year,Date,Hit_Cleaned,Hit,Index,Intensity,Valence,Temporality,Reasoning
Volk,1918-1932,1919.0,1919-03-25,Die wirtschaftlichen Interessen verlangen genau so wie die politischen für die Zukunft ein Zusammenarbeiten der beiden kontinentalen Völker.,,33,2.0,3.0,zukünftig/projiziert,Redet pragmatisch von künftiger Zusammenarbeit ‚kontinentaler Völker‘ und verwendet keinen ethnisch-biologischen Ton.
Volk,1918-1932,1919.0,1919-03-22,"Darüber hinausgehende Zugeständnisse könnte auch die Regierung auf Grund der Vollmachten, die sie selbst besitzt, gar nicht machen, und es muß auf alle Fälle von ihr verlangt werden, daß sie keinen Frieden abschließt, der diesem Vorvertrage nicht entspricht, ohne die Entscheidung der Nationalversammlung und des deutschen Volkes herbeizuführen.",,32,1.0,3.0,zukünftig/projiziert,"„Volk"" fungiert als demokratisches Legitimationssubjekt, das zu einer herbeizuführenden (künftigen) Entscheidung herangezogen wird, nicht als ethnisch-biologische Kategorie."
Volk,1918-1932,1919.0,1919-03-20,"Empörung war hier dasselbe wie Verbrechen, das Bestehende, Legitime ward glanzvoll gefeiert, auf Adel und Gottesgnadentum höchster Wert gelegt, und das Volk, ein von den Ereignissen ewig überraschter Chor, schlug sich willig gegen die Feinde seiner Herren«) -, und vor allem zeigt Heinrich Mann, wonach eben das Buch seinen Namen führt: die Unfreiheit des Deutschen.",,31,3.0,1.0,gegenwärtig/neutral,"„Volk“ erscheint als passives, von den Herren instrumentalisiertes Chorbild — Alltagsbevölkerung, kritisch bewertet, nicht als biotische Blutsgemeinschaft."
Volk,1918-1932,1919.0,1919-03-27,"Rumänien wird vom fortschreitenden Bolschewismus wie von einer Zange umsaßt, da er einerseits in Beßarabien , andererseits in Galizien vordringt Wenn die Entente die Politik fortsetzen will, das deutsche Volk aus der Reihe der großen Staaten zu streichen, kommt Man kann sagen, die Entente hat wirklich den Frieden verloren .",,36,4.0,5.0,zukünftig/projiziert,Das ‚deutsche Volk‘ wird als bedrohte kollektive Einheit dargestellt und als identitätsstiftendes Symbol gegen die vermeintliche Politik der Entente instrumentalisiert.
Volk,1918-1932,1919.0,1919-03-27,Gespräche mit einem befreundeten Journalisten und einem durch einen Ordensstern kenntlich gemachten Minister über die Freiheit des Volkes stellen einige Beziehung zur Gegenwart her.,,34,2.0,2.0,gegenwärtig/neutral,"Der Begriff wird in einem politischen Gespräch über die ‚Freiheit des Volkes‘ reflexiv und bürgerlich genutzt und bezieht sich direkt auf die Gegenwart, ohne ethnische/biologische Akzente."
Volk,1918-1932,1919.0,1919-03-27,Dazu gehörte dann auch die Unterschätzung der eigenen Nation und die Ueberschätzung der feindlichen Völker.,,35,3.0,2.0,gegenwärtig/neutral,"Beschreibt kritisch Wahrnehmungsverzerrungen gegenüber »eigener Nation« und »feindlichen Völkern« — nationaler Gegensatz, aber reflektierend und nicht ausdrücklich völkisch-biologisch."
Volk,1918-1932,1919.0,1919-04-07,"Die Eisenbahnen, die Nahrungs-, Wasser-, Licht- und Heizbetriebe versorgen das Volk weiter.",,41,2.0,3.0,gegenwärtig/neutral,"Bezieht sich nüchtern auf die Bevölkerung als Empfänger laufender Versorgung, ohne ethnische oder stolze Konnotation."
Volk,1918-1932,1919.0,1919-04-03,"Angesichts der Bedeutung, die dieser Behörde für das Wohl des Volkes und des künftigen Schicksals des Vaterlandes zukommt, wäre vielleicht doch von den militärischen Instanzen zu erwägen gewesen, ob diesem Wunsche nicht besser entsprochen worden wäre, wenn auch einige Matrosen noch länger hätten von der Ausübung ihres Kriegshandwerks zurückgehalten werden müssen.",,38,4.0,4.0,zukünftig/projiziert,"Das ‚Volk‘ wird im Zusammenhang mit dem Wohl und dem künftigen Schicksal des Vaterlandes als kollektive, nationall-solidarische Größe angesprochen."
Volk,1918-1932,1919.0,1919-03-29,"Diejenigen, die statt das Volk zur Arbeit aufzurufen, immer wieder neue Störungen in das Volk hineinwerfen, die ihm, während der Feind Unerhörtes fordert, sagen, die Deutschen haben sich noch lange nicht genug schuldig bekannt, also fordert noch viel mehr , die sind Verräter am Vaterlande!",,37,5.0,5.0,gegenwärtig/neutral,"Das ‚Volk‘ wird als gegenwärtige, einheitliche Gemeinschaft mobilisiert und als Objekt nationaler Ehre gegen angebliche ‚Verräter‘ verteidigt."
Volk,1918-1932,1919.0,1919-04-05,"Er sprach sich für eine möglichst kraftvolle Gestaltung des Amtes und für die direkte Wahl des Präsidenten durch das Volk aus . Die Wahlberechtigung zum Präsidenten beantragt er folgendermaßen zu fassen: Wählbar ist, wer als Deutscher geboren ist und das 35. Lebensjahr vollendet hat.",,39,4.0,3.0,gegenwärtig/neutral,„Volk“ bezeichnet hier den Wahlkörper; die Formulierung „als Deutscher geboren“ verleiht dem Begriff eine ethnisch-nationalistische Färbung.
Volk,1918-1932,1919.0,1919-04-07,Sie sind dem werktätigen Volke für alle Handlungen und Unterlassungen verantwortlich.,,40,2.0,4.0,gegenwärtig/neutral,"Formulierung richtet Verantwortung gegenüber der gegenwärtigen werktätigen Bevölkerung als legitimierender, identitätsstiftender Instanz aus und hat sozial-arbeitsbezogene statt ethnisch-biologische Konnotationen."
Volk,1918-1932,1919.0,1919-04-09,"Man kann den Münchenern nur empfehlen, diese Leute davonzujagen - und niemand kann verstehen, daß ein gesundes Volk diesen Schönrednern, Hysterikern und dunklen Existenzen so widerstandslos den Platz überlassen hat.",,42,5.0,5.0,gegenwärtig/neutral,"‚gesundes Volk‘ wird biologisch-wertend verwendet und als positives, identitätsstiftendes Kollektiv im gegenwärtigen Handlungskontext dargestellt."
Volk,1918-1932,1919.0,1919-07-03,"War es die Aufgabe und der Lebenszweck der Führer, mit dieser falschen und gemachten Loyalität, die so viel Herablassung mit ebenso viel Menschenverachtung verband, zu dem niedern Volke herunterzusteigen?",,43,1.0,1.0,gegenwärtig/neutral,"'Volk' wird abwertend als 'niedres Volke' verwendet und kritisiert gegenwärtig die hierarchische, herablassende Haltung der Führer."
Volk,1918-1932,1919.0,1919-10-02,"Es wird sich also auch bei uns alles das ansammeln, was beim Militär zu kapitulieren pflegte - das war nicht die Creme - und an diesem zusammengekauften Rudel werden abgetakelte Offiziere ihre alten schlechten Herrschaftsgelüste spielen lassen und das verderbliche Gift im Volk verbreiten helfen.",,44,3.0,1.0,zukünftig/projiziert,"Das ‚Volk‘ wird hier als beeinflussbare Masse dargestellt, der reaktionäre Offiziere künftig ‚verderbliches Gift‘ einimpfen sollen – kein stolzes Nationalbild, sondern negative Zielscheibe."
Volk,1918-1932,1919.0,1919-11-30,"Obwohl sich der Börsenverein auf den Boden der gegebenen Tatsachen gestellt hat, können wir es nicht mit den Aufgaben seines Organs vereinbaren, durch Aufnahme von Anzeigen bei dem Vertrieb von Büchern mitzuwirken, die auf eine Herabsetzung unseres Volkes oder auf die Beschimpfung (nicht Beurteilung!) einzelner, vielen Deutschen noch heute verehrungswürdigen Männer gerichtet sind und keinen anderen Zweck verfolgen, als Deutschland noch tiefer in den Sumpf zu ziehen und seinem Ansehen in der Welt zu schaden.",,46,4.0,5.0,gegenwärtig/neutral,"‚Volk‘ wird als zu verteidigende nationale Einheit und Träger kollektiver Ehre dargestellt, nicht als analytischer Begriff; Betonung auf Schutz vor Herabsetzung und Schädigung des Ansehens."
Volk,1918-1932,1919.0,1919-12-31,Da trafen die Abgesandten des Volkes von Tezcuco ein.,,51,1.0,3.0,gegenwärtig/neutral,"‚Abgesandte des Volkes‘ wirkt hier als repräsentative, staatsbürgerliche Bezeichnung ohne völkisch-ethnische Konnotation."
Volk,1918-1932,1919.0,1919-12-31,"Das Volk wußte, daß im Tecpan der Lieblingssohn des Prinzen krank darniederlag.",,48,3.0,3.0,gegenwärtig/neutral,"‚Das Volk‘ fungiert hier als neutrale Kollektivbezeichnung der lokalen Bevölkerung, ohne nationalistische Stolz- oder Blutgemeinchafts-Konnotation."
Volk,1918-1932,1919.0,1919-12-31,"Dazu ist unser Opfer, daß ihr unter alles Volk der Erde geht und die Hingabe lehrt für die Menschheit!",,49,2.0,5.0,zukünftig/projiziert,"‚Volk‘ wird als ‚alles Volk der Erde‘ universalistisch/missionarisch gebraucht und drückt stolz-identitäre Sendung aus, nicht ethnisch-biologische Abgrenzung."
Volk,1918-1932,1919.0,1919-12-31,Wirkendes Volk ist die Masse.,,52,3.0,4.0,gegenwärtig/neutral,"Gleichsetzung des ‚Volk‘ mit der ‚Masse‘ betont kollektive Handlungsfähigkeit und populäre Mobilisierung, ohne ausdrücklich ethnisch-biologische Kategorien zu bemühen."
Volk,1918-1932,1919.0,1919-12-31,"Ich will nicht von euch verehrt sein, o ihr edlen Mexikaner, ich will die Mutter des Volkes nicht heißen, ich will nicht mehr Königin sein!",,50,2.0,2.0,gegenwärtig/neutral,"Lehnt die Ehrung als ‚Mutter des Volkes‘ ab; ‚Volk‘ wird hier als gegenwärtige Bevölkerungsbezeichnung genutzt, nicht als stark ethnisch-biologisches Symbol."
Volk,1918-1932,1919.0,1919-12-31,"Schüchtern wagte es Marina, Cortez vorzuhalten, daß er das gutherzige Volk durch seine Vorsichtsmaßregeln kränke.",,53,2.0,4.0,gegenwärtig/neutral,"Bezieht sich auf die gegenwärtige, wohlwollend gemeinte Bevölkerung ('gutherziges Volk'), nicht auf eine ethnisch-biologische Blutsgemeinschaft."
Volk,1918-1932,1919.0,1919-11-20,"Wenigstens für unsre Zeit Neues - denn es scheint, daß ostasiatische Völker ein solch stilisiertes Theater, das nicht vortäuscht, sondern eine selbständige Sache ist, schon längst haben.",,45,2.0,3.0,gegenwärtig/neutral,"Beschreibt ostasiatische Gruppen sachlich als kulturelle Träger einer bereits bestehenden Tradition, ohne nationalistischen Pathos."
Volk,1918-1932,1919.0,1919-12-31,"Nur dies ist nicht zu vergessen, daß wir in solchem Zustande anderen Völkern (die ihn längst los sind) genauso novellistisch komisch erscheinen wie uns selbst unser halb vergessener individueller Ahn im Schlafrock mit langer Pfeife.",,47,2.0,2.0,gegenwärtig/neutral,"Distanzierend-ironische Verwendung: 'Völker' bezeichnet andere nationale Kollektive in der Gegenwart, nicht als ethnisch-biologische Einheit, und dient kritischer Selbstreflexion."
Volk,1918-1932,1919.0,1919-12-31,"DAS VOLK hält voll Grauen die leeren Röcke, auf die es eingeschlagen hat.",,56,1.0,1.0,gegenwärtig/neutral,"Bezeichnet die handelnde Allgemeinheit in kritischer, reflexiver Funktion (schaut entsetzt auf eigene Taten), nicht als ethnisch-biologische Gemeinschaft."
Volk,1918-1932,1919.0,1919-12-31,"Beim Krönungsfest werde Prinzessin Silber-Reiher, die zweite Tochter Montezumas und Witwe des Edlen Traurigen, Königin von Mexiko werden, da der Herabstoßende Adler auf Wunsch des Volkes und der Priesterschaft - gleich nachdem er zum König erwählt war - mit ihr sich öffentlich verlobt hatte.",,57,2.0,3.0,gegenwärtig/neutral,"Hier bezeichnet ‚Volk‘ den aktuellen populären Willen neben der Priesterschaft, ohne expliziten ethnisch-biologischen Anspruch."
Volk,1918-1932,1919.0,1919-12-31,Bei der Abfahrt zum Bahnhof habe das Volk wiederum die Pferde ausgespannt und den Wagen gezogen.,,60,2.0,3.0,gegenwärtig/neutral,"Bezieht sich auf eine gegenwärtige, handlungsfähige Menschenmenge (praktische Tätigkeit), ohne deutliche ethnische Aufladung oder ausdrücklich stolze Symbolik."
Volk,1918-1932,1919.0,1919-12-31,VOLK.,,55,5.0,5.0,gegenwärtig/neutral,"Alleinstehende, großgeschriebene Form 'VOLK.' in 1919 wirkt als kraftvoller, völkisch-nationaler Identitätsaufruf und mobilisierendes Symbol."
Volk,1918-1932,1919.0,1919-12-31,"Es bildet also dieses merkwürdige Urteil von nun an eine Art Rechtsboden für ähnliche Prozesse wie jener in Freiberg, so sehr die reichsgerichtliche Auffassung auch dem Rechtsbewußtsein des deutschen Volkes widerspricht.",,59,2.0,3.0,gegenwärtig/neutral,Bezieht sich auf ein gegenwärtiges kollektives Rechtsbewußtsein des deutschen Volkes und hat eher staatsbürgerlich-kulturelle als ethnisch-biologische Züge.
Volk,1918-1932,1919.0,1919-12-31,"Der zweite Gefangene, die drei Revolutionärinnen und das Volk ab",,61,2.0,3.0,gegenwärtig/neutral,"Sachliche Aufzählung: 'Volk' fungiert hier als neutrale Bezeichnung der Bevölkerung, nicht als explizit ethnisch aufgeladenes Symbol."
Volk,1918-1932,1919.0,1919-12-31,Sein Herzenswunsch sei ja ihres Volkes Wunsch wie auch Gottes Wunsch - und gewiß werde Gott ihr Volk samt seinem Retter nicht im Stiche lassen ...,,58,3.0,5.0,zukünftig/projiziert,Religiös-nationaler Zuspruch: ‚Volk‘ wird als identitätsstiftende Gemeinschaft positiv dargestellt und göttliche Bewahrung für die Zukunft versprochen.
